listing_id,make,model,year,mileage_km,fuel,transmission,engine_l,body_type,color,city,price_eur,first_registration,seller_type,condition,listed_at
car-000367,Renault,Kadjar,2021,234669,petrol,manual,1.6,coupe,red,Constanta,19319,2021-09-27,dealer,used,2026-01-12T04:00:00Z
car-000368,Toyota,Camry,2009,79218,petrol,automatic,1.8,hatchback,black,Bucharest,11615,2009-03-06,private,used,2026-01-30T23:00:00Z
car-000369,Kia,Rio,2009,51824,hybrid,automatic,1.9,wagon,white,Timisoara,15108,2009-09-03,private,certified_used,2026-01-09T03:00:00Z
car-000370,Audi,A6,2024,219928,lpg,manual,2.7,coupe,black,Bucharest,21104,2024-12-21,dealer,certified_used,2026-02-16T22:00:00Z
car-000371,Kia,Rio,2021,168931,hybrid,automatic,3.3,coupe,brown,Constanta,24973,2021-11-16,private,used,2026-02-26T19:00:00Z
car-000372,Mercedes-Benz,A180,2014,3828,petrol,manual,2.2,hatchback,blue,Constanta,16096,2014-07-02,private,certified_used,2026-02-05T20:00:00Z
car-000373,Mercedes-Benz,C180,2014,150653,hybrid,manual,1.8,coupe,gray,Bucharest,13632,2014-11-11,private,certified_used,2026-02-16T18:00:00Z
car-000374,Kia,Ceed,2013,104720,hybrid,automatic,3.3,wagon,brown,Bucharest,17089,2013-03-16,dealer,certified_used,2026-02-27T17:00:00Z
car-000375,Ford,Kuga,2021,32371,lpg,automatic,2.4,suv,black,Cluj-Napoca,23730,2021-11-11,private,used,2026-01-10T08:00:00Z
car-000376,Toyota,Camry,2020,283113,diesel,automatic,1.5,hatchback,red,Brasov,20101,2020-06-23,dealer,certified_used,2026-01-27T02:00:00Z
car-000377,Renault,Megane,2019,239929,hybrid,manual,2.3,sedan,white,Iasi,18904,2019-01-25,dealer,used,2026-01-29T16:00:00Z
car-000378,Toyota,RAV4,2024,83781,diesel,automatic,3.3,coupe,red,Iasi,22873,2024-02-27,dealer,used,2026-02-16T01:00:00Z
car-000379,Renault,Kadjar,2024,63731,petrol,automatic,3.3,coupe,white,Iasi,25524,2024-01-04,private,used,2026-02-06T09:00:00Z
car-000380,Mercedes-Benz,A180,2014,103949,hybrid,automatic,2.3,wagon,white,Iasi,13923,2014-03-09,dealer,used,2026-02-09T17:00:00Z
car-000381,Hyundai,i20,2014,287441,hybrid,automatic,1.7,suv,blue,Cluj-Napoca,10626,2014-05-20,private,certified_used,2026-01-04T04:00:00Z
car-000382,Toyota,RAV4,2009,58536,electric,manual,0.0,wagon,silver,Brasov,16353,2009-10-21,private,certified_used,2026-01-20T10:00:00Z
car-000383,Mercedes-Benz,CLA200,2010,247158,lpg,manual,1.2,wagon,white,Timisoara,9313,2010-11-21,private,certified_used,2026-01-15T07:00:00Z
car-000384,BMW,118,2016,193552,electric,manual,0.0,suv,gray,Timisoara,18492,2016-01-03,private,used,2026-01-23T15:00:00Z
car-000385,Renault,Megane,2017,185774,lpg,manual,2.3,wagon,white,Iasi,15964,2017-11-03,private,certified_used,2026-01-26T18:00:00Z
car-000386,Skoda,Fabia,2015,290283,diesel,automatic,2.0,suv,blue,Brasov,14752,2015-07-26,private,certified_used,2026-02-04T22:00:00Z
car-000387,Mercedes-Benz,E220,2010,304040,electric,manual,0.0,wagon,gray,Constanta,9898,2010-08-06,private,certified_used,2026-01-05T19:00:00Z
car-000388,Volkswagen,Touran,2020,174656,electric,manual,0.0,sedan,black,Cluj-Napoca,29391,2020-03-15,private,certified_used,2026-02-09T18:00:00Z
car-000389,Renault,Megane,2014,168988,hybrid,automatic,3.3,wagon,gray,Bucharest,17473,2014-01-20,private,used,2026-02-24T09:00:00Z
car-000390,Toyota,Camry,2025,30854,petrol,automatic,1.3,suv,black,Cluj-Napoca,26136,2025-12-19,private,certified_used,2026-02-15T12:00:00Z
car-000391,Skoda,Kodiaq,2021,288799,diesel,manual,2.2,sedan,green,Iasi,20704,2021-07-05,private,used,2026-01-09T00:00:00Z
car-000392,Volkswagen,Golf,2012,258171,electric,manual,0.0,wagon,brown,Brasov,15850,2012-07-20,dealer,certified_used,2026-02-02T13:00:00Z
car-000393,Hyundai,Kona,2020,189283,diesel,manual,2.1,hatchback,brown,Brasov,16031,2020-12-17,private,certified_used,2026-03-01T17:00:00Z
car-000394,Kia,Rio,2009,22852,lpg,automatic,2.8,hatchback,brown,Brasov,8855,2009-03-24,private,certified_used,2026-02-03T02:00:00Z
car-000395,Hyundai,Elantra,2010,131571,electric,manual,0.0,coupe,red,Constanta,11915,2010-06-18,dealer,certified_used,2026-01-30T16:00:00Z
car-000396,Renault,Talisman,2018,223733,hybrid,automatic,1.7,hatchback,red,Brasov,18184,2018-10-09,dealer,certified_used,2026-02-07T05:00:00Z
car-000397,Kia,Ceed,2017,17312,hybrid,automatic,1.2,coupe,white,Iasi,17464,2017-03-20,private,certified_used,2026-02-24T08:00:00Z
car-000398,Toyota,Corolla,2013,313257,diesel,automatic,1.9,sedan,red,Brasov,10987,2013-08-06,dealer,certified_used,2026-01-06T04:00:00Z
car-000399,Kia,Sportage,2023,219503,electric,manual,0.0,sedan,blue,Constanta,26815,2023-06-02,private,used,2026-01-04T05:00:00Z
car-000400,Renault,Kadjar,2023,161003,electric,manual,0.0,wagon,brown,Iasi,27486,2023-09-28,private,used,2026-01-19T14:00:00Z
car-000401,Skoda,Superb,2024,24505,petrol,automatic,3.4,wagon,red,Iasi,23914,2024-05-26,dealer,certified_used,2026-02-11T18:00:00Z
car-000402,Skoda,Kodiaq,2015,311661,diesel,automatic,2.7,sedan,gray,Constanta,10948,2015-11-01,dealer,used,2026-01-27T03:00:00Z
car-000403,Hyundai,i20,2022,187295,diesel,automatic,1.6,hatchback,black,Constanta,16522,2022-01-20,dealer,used,2026-02-15T03:00:00Z
car-000404,Volkswagen,Touran,2012,200110,lpg,manual,3.2,sedan,red,Iasi,11780,2012-11-03,private,certified_used,2026-02-19T13:00:00Z
car-000405,Ford,Mondeo,2013,41795,hybrid,manual,2.0,suv,black,Iasi,19628,2013-05-06,private,used,2026-02-01T06:00:00Z
car-000406,Kia,Niro,2013,260979,petrol,manual,2.4,wagon,blue,Constanta,13656,2013-02-15,private,used,2026-01-03T02:00:00Z
car-000407,Volkswagen,Touran,2016,236770,petrol,automatic,1.4,hatchback,black,Brasov,14158,2016-05-05,private,certified_used,2026-02-06T00:00:00Z
car-000408,Hyundai,Kona,2023,231619,electric,manual,0.0,hatchback,green,Brasov,27500,2023-08-04,private,certified_used,2026-02-13T09:00:00Z
car-000409,Skoda,Octavia,2010,194551,lpg,automatic,1.2,wagon,red,Brasov,8610,2010-03-18,dealer,certified_used,2026-02-12T06:00:00Z
car-000410,Audi,Q3,2011,191356,electric,manual,0.0,wagon,blue,Cluj-Napoca,10291,2011-04-01,dealer,certified_used,2026-01-25T02:00:00Z
car-000411,Hyundai,Tucson,2023,282938,electric,manual,0.0,hatchback,gray,Brasov,21150,2023-07-04,dealer,certified_used,2026-02-13T17:00:00Z
car-000412,BMW,118,2015,40766,petrol,manual,2.2,hatchback,brown,Constanta,13975,2015-04-23,dealer,used,2026-01-12T20:00:00Z
car-000413,Toyota,Camry,2011,242172,lpg,manual,3.1,hatchback,white,Bucharest,11257,2011-10-26,dealer,used,2026-02-21T06:00:00Z
car-000414,Skoda,Superb,2020,172992,petrol,manual,1.8,sedan,black,Constanta,19520,2020-06-03,dealer,certified_used,2026-01-10T13:00:00Z
car-000415,BMW,X3,2025,89510,electric,manual,0.0,hatchback,silver,Bucharest,36350,2025-11-20,private,used,2026-01-02T15:00:00Z
car-000416,Volkswagen,Golf,2008,97064,petrol,automatic,2.0,wagon,silver,Cluj-Napoca,8472,2008-11-09,private,certified_used,2026-01-16T05:00:00Z
car-000417,Kia,Ceed,2013,265085,lpg,manual,2.6,suv,gray,Timisoara,9469,2013-09-08,dealer,used,2026-02-03T03:00:00Z
car-000418,Kia,Rio,2025,269097,diesel,automatic,2.9,sedan,red,Bucharest,19348,2025-02-26,dealer,certified_used,2026-02-01T05:00:00Z
car-000419,BMW,320,2009,193942,hybrid,manual,2.1,suv,brown,Bucharest,7244,2009-12-02,dealer,used,2026-02-20T00:00:00Z
car-000420,Renault,Talisman,2011,40150,diesel,automatic,2.5,suv,green,Cluj-Napoca,16120,2011-11-11,dealer,used,2026-01-21T07:00:00Z
car-000421,Volkswagen,Passat,2021,107834,electric,manual,0.0,coupe,brown,Bucharest,32867,2021-07-05,dealer,certified_used,2026-01-12T12:00:00Z
car-000422,Ford,Fiesta,2022,104793,hybrid,automatic,1.5,sedan,black,Brasov,24558,2022-01-09,dealer,used,2026-02-24T14:00:00Z
car-000423,Renault,Kadjar,2013,183132,diesel,automatic,2.5,coupe,silver,Constanta,15797,2013-09-28,dealer,used,2026-01-27T16:00:00Z
car-000424,Renault,Megane,2023,245621,hybrid,manual,2.8,sedan,blue,Iasi,19485,2023-10-08,dealer,used,2026-01-27T01:00:00Z
car-000425,Toyota,RAV4,2024,20626,electric,automatic,0.0,hatchback,brown,Timisoara,29587,2024-02-18,dealer,certified_used,2026-01-14T04:00:00Z
car-000426,Ford,Mondeo,2015,50568,petrol,automatic,2.7,sedan,brown,Constanta,19721,2015-10-01,private,certified_used,2026-02-19T04:00:00Z
car-000427,Skoda,Fabia,2019,246424,petrol,manual,2.0,suv,black,Iasi,16550,2019-05-23,dealer,used,2026-02-09T10:00:00Z
car-000428,Toyota,Auris,2019,30033,petrol,automatic,1.9,coupe,black,Iasi,20201,2019-03-21,dealer,used,2026-01-09T10:00:00Z
car-000429,Mercedes-Benz,CLA200,2011,253868,lpg,manual,2.9,sedan,gray,Iasi,13884,2011-05-17,private,certified_used,2026-01-04T02:00:00Z
car-000430,Ford,Mondeo,2022,257922,lpg,manual,2.2,coupe,red,Timisoara,19988,2022-06-26,dealer,used,2026-02-27T14:00:00Z
car-000431,Volkswagen,Golf,2020,96748,hybrid,manual,1.3,suv,white,Brasov,19312,2020-08-05,dealer,used,2026-01-19T13:00:00Z
car-000432,Hyundai,i30,2023,184770,electric,automatic,0.0,hatchback,red,Cluj-Napoca,21315,2023-01-28,dealer,certified_used,2026-01-27T18:00:00Z
car-000433,Ford,Mondeo,2023,314090,lpg,automatic,2.1,coupe,silver,Iasi,17764,2023-05-08,private,certified_used,2026-01-19T01:00:00Z
car-000434,BMW,X3,2017,242036,diesel,manual,2.8,suv,silver,Cluj-Napoca,17820,2017-12-23,dealer,used,2026-01-16T03:00:00Z
car-000435,Toyota,Camry,2012,234152,hybrid,automatic,1.5,coupe,black,Brasov,10796,2012-06-05,private,certified_used,2026-02-04T05:00:00Z
car-000436,Hyundai,Tucson,2011,16067,electric,automatic,0.0,wagon,gray,Cluj-Napoca,12543,2011-12-18,private,certified_used,2026-01-31T09:00:00Z
car-000437,Kia,Sportage,2022,180568,petrol,automatic,3.3,sedan,white,Iasi,16082,2022-07-20,dealer,certified_used,2026-01-23T02:00:00Z
car-000438,Ford,Focus,2014,308886,lpg,manual,3.0,suv,blue,Bucharest,10707,2014-09-28,private,used,2026-02-02T12:00:00Z
car-000439,Mercedes-Benz,GLA200,2018,319235,lpg,manual,3.3,suv,green,Cluj-Napoca,17732,2018-07-12,private,certified_used,2026-01-01T09:00:00Z
car-000440,Ford,Mondeo,2017,236610,lpg,manual,1.5,wagon,green,Timisoara,14211,2017-03-26,private,certified_used,2026-01-09T18:00:00Z
car-000441,Kia,Ceed,2012,111938,hybrid,automatic,3.5,coupe,gray,Bucharest,18544,2012-10-25,private,used,2026-01-01T13:00:00Z
car-000442,Audi,Q3,2013,294406,electric,manual,0.0,wagon,red,Constanta,15817,2013-01-27,private,certified_used,2026-02-01T17:00:00Z
car-000443,Renault,Megane,2008,4282,diesel,automatic,1.8,wagon,white,Brasov,12755,2008-05-14,dealer,certified_used,2026-02-28T22:00:00Z
car-000444,Mercedes-Benz,C180,2011,148341,electric,manual,0.0,suv,brown,Constanta,16965,2011-05-21,private,used,2026-01-24T16:00:00Z
car-000445,Kia,Ceed,2016,88378,lpg,manual,1.4,wagon,silver,Iasi,15837,2016-01-09,private,certified_used,2026-02-10T11:00:00Z
car-000446,Toyota,Camry,2017,280669,petrol,manual,2.9,sedan,white,Constanta,17252,2017-03-18,private,certified_used,2026-02-22T21:00:00Z
car-000447,Audi,A6,2019,53244,lpg,automatic,3.1,hatchback,silver,Constanta,19505,2019-06-25,private,certified_used,2026-01-22T05:00:00Z
car-000448,Volkswagen,Passat,2012,266917,diesel,manual,3.0,coupe,white,Timisoara,11737,2012-02-04,dealer,used,2026-01-31T11:00:00Z
car-000449,Audi,A6,2012,234702,lpg,automatic,1.4,suv,black,Brasov,14057,2012-02-08,dealer,used,2026-02-14T07:00:00Z
car-000450,Audi,A4,2014,71271,petrol,automatic,2.7,hatchback,white,Bucharest,19046,2014-08-25,private,used,2026-01-13T03:00:00Z
car-000451,Toyota,Auris,2009,248934,petrol,automatic,1.1,suv,black,Bucharest,11687,2009-02-20,dealer,used,2026-01-12T21:00:00Z
car-000452,Ford,Focus,2010,79313,hybrid,automatic,1.9,coupe,blue,Constanta,13771,2010-02-04,dealer,used,2026-02-15T06:00:00Z
car-000453,Audi,A4,2025,5269,petrol,manual,3.3,wagon,gray,Brasov,27428,2025-03-15,dealer,used,2026-02-23T11:00:00Z
car-000454,Skoda,Kodiaq,2014,272615,diesel,automatic,1.3,suv,white,Timisoara,10882,2014-09-05,private,certified_used,2026-02-15T09:00:00Z
car-000455,Hyundai,i20,2010,175026,electric,manual,0.0,wagon,red,Brasov,21370,2010-08-08,private,certified_used,2026-02-24T13:00:00Z
car-000456,Mercedes-Benz,C180,2023,195645,diesel,manual,3.5,wagon,white,Timisoara,19510,2023-09-22,dealer,used,2026-01-10T12:00:00Z
car-000457,Skoda,Rapid,2011,91459,petrol,automatic,3.4,suv,blue,Constanta,16914,2011-07-04,dealer,certified_used,2026-02-16T15:00:00Z
car-000458,Audi,Q5,2016,212838,hybrid,automatic,2.7,wagon,brown,Constanta,13427,2016-03-25,private,used,2026-01-08T08:00:00Z
car-000459,Renault,Kadjar,2015,73573,petrol,manual,2.8,hatchback,brown,Brasov,13819,2015-03-13,private,used,2026-01-20T19:00:00Z
car-000460,Kia,Ceed,2010,275602,electric,automatic,0.0,wagon,brown,Constanta,11242,2010-09-11,dealer,used,2026-01-28T03:00:00Z
car-000461,Skoda,Kodiaq,2018,200308,electric,automatic,0.0,sedan,red,Brasov,17643,2018-08-14,dealer,certified_used,2026-02-15T12:00:00Z
car-000462,Renault,Clio,2023,293342,lpg,automatic,2.2,sedan,black,Timisoara,18365,2023-08-19,private,certified_used,2026-02-19T09:00:00Z
car-000463,Ford,Focus,2008,312572,petrol,manual,3.1,suv,black,Brasov,8076,2008-07-04,private,certified_used,2026-01-23T13:00:00Z
car-000464,Ford,Focus,2015,132821,diesel,automatic,2.5,hatchback,red,Bucharest,16365,2015-03-01,private,used,2026-01-30T21:00:00Z
car-000465,Skoda,Rapid,2024,223815,hybrid,manual,2.7,coupe,black,Iasi,19835,2024-10-13,private,used,2026-02-21T15:00:00Z
car-000466,Volkswagen,Passat,2018,263430,lpg,automatic,1.4,suv,gray,Timisoara,14361,2018-08-21,dealer,used,2026-01-19T08:00:00Z
car-000467,Toyota,Camry,2020,121429,lpg,manual,2.8,coupe,white,Constanta,20859,2020-05-03,private,certified_used,2026-01-14T11:00:00Z
car-000468,Volkswagen,Polo,2024,160238,electric,automatic,0.0,wagon,red,Constanta,32401,2024-08-22,dealer,used,2026-02-10T22:00:00Z
car-000469,Hyundai,i30,2023,114648,electric,automatic,0.0,coupe,green,Constanta,33440,2023-11-02,dealer,certified_used,2026-01-30T04:00:00Z
car-000470,Mercedes-Benz,E220,2017,231269,electric,automatic,0.0,hatchback,blue,Timisoara,17585,2017-05-21,dealer,certified_used,2026-02-13T19:00:00Z
car-000471,Mercedes-Benz,GLA200,2015,62537,diesel,manual,1.1,suv,brown,Timisoara,18186,2015-07-14,dealer,used,2026-01-11T08:00:00Z
car-000472,BMW,320,2016,148632,lpg,manual,2.6,hatchback,brown,Bucharest,14953,2016-02-11,private,used,2026-02-27T13:00:00Z
car-000473,Ford,Focus,2020,76694,diesel,manual,2.4,coupe,white,Constanta,23541,2020-10-25,private,certified_used,2026-02-26T02:00:00Z
car-000474,Mercedes-Benz,CLA200,2011,167317,hybrid,automatic,3.0,sedan,green,Cluj-Napoca,11181,2011-02-06,dealer,certified_used,2026-01-29T13:00:00Z
car-000475,Audi,Q5,2009,260089,lpg,automatic,2.7,hatchback,gray,Constanta,9336,2009-08-22,dealer,certified_used,2026-02-26T04:00:00Z
car-000476,Ford,Kuga,2019,164570,petrol,manual,3.1,hatchback,blue,Iasi,21727,2019-07-10,private,used,2026-02-04T07:00:00Z
car-000477,Renault,Kadjar,2008,209032,hybrid,automatic,1.2,sedan,red,Cluj-Napoca,11472,2008-03-15,private,certified_used,2026-02-20T01:00:00Z
car-000478,Audi,A3,2023,249987,electric,automatic,0.0,hatchback,silver,Brasov,22936,2023-09-03,private,certified_used,2026-02-08T23:00:00Z
car-000479,Hyundai,Tucson,2022,17339,petrol,manual,2.6,sedan,black,Timisoara,21539,2022-11-10,private,used,2026-01-08T05:00:00Z
car-000480,Mercedes-Benz,CLA200,2012,314435,electric,automatic,0.0,sedan,red,Cluj-Napoca,16530,2012-10-27,private,certified_used,2026-01-13T02:00:00Z
car-000481,Skoda,Superb,2013,209304,electric,manual,0.0,hatchback,blue,Bucharest,19780,2013-08-07,private,used,2026-01-04T12:00:00Z
car-000482,Kia,Niro,2016,81250,petrol,automatic,1.4,coupe,white,Bucharest,20386,2016-09-14,private,certified_used,2026-01-08T07:00:00Z
car-000483,Mercedes-Benz,E220,2016,153975,electric,automatic,0.0,sedan,blue,Iasi,25566,2016-11-07,private,used,2026-01-27T04:00:00Z
car-000484,Toyota,Camry,2016,126462,lpg,automatic,3.3,suv,brown,Bucharest,14584,2016-08-05,private,certified_used,2026-02-13T06:00:00Z
car-000485,Skoda,Kodiaq,2016,41302,petrol,manual,1.1,sedan,brown,Iasi,19467,2016-11-26,dealer,used,2026-01-17T16:00:00Z
car-000486,Kia,Niro,2017,209934,hybrid,manual,3.4,coupe,black,Constanta,13495,2017-05-06,private,certified_used,2026-02-26T14:00:00Z
car-000487,BMW,320,2018,281094,electric,manual,0.0,suv,black,Cluj-Napoca,20388,2018-05-24,private,certified_used,2026-01-19T08:00:00Z
car-000488,Kia,Rio,2024,167107,electric,manual,0.0,wagon,silver,Constanta,35860,2024-11-21,private,used,2026-01-13T04:00:00Z
car-000489,Toyota,Yaris,2013,21802,electric,automatic,0.0,wagon,green,Bucharest,23916,2013-08-02,private,certified_used,2026-02-15T17:00:00Z
car-000490,Renault,Kadjar,2023,61977,diesel,manual,1.9,sedan,red,Cluj-Napoca,27639,2023-03-24,private,used,2026-02-07T00:00:00Z
car-000491,Hyundai,Elantra,2013,221323,petrol,manual,2.9,hatchback,gray,Bucharest,11302,2013-11-22,dealer,certified_used,2026-01-24T18:00:00Z
car-000492,Volkswagen,Polo,2012,18138,petrol,automatic,3.1,wagon,brown,Brasov,18725,2012-05-20,dealer,certified_used,2026-01-03T20:00:00Z
car-000493,Kia,Niro,2018,301402,diesel,manual,3.2,suv,gray,Bucharest,17914,2018-02-18,private,used,2026-01-26T08:00:00Z
car-000494,BMW,X1,2020,49760,petrol,manual,1.4,wagon,red,Brasov,24264,2020-11-05,dealer,certified_used,2026-02-01T13:00:00Z
car-000495,Audi,Q5,2012,191242,petrol,automatic,2.3,wagon,brown,Timisoara,11841,2012-05-19,private,used,2026-02-18T13:00:00Z
car-000496,Ford,Puma,2013,230596,electric,manual,0.0,suv,brown,Brasov,13635,2013-11-22,dealer,certified_used,2026-02-03T20:00:00Z
car-000497,Hyundai,i20,2017,248481,electric,manual,0.0,wagon,red,Cluj-Napoca,16445,2017-11-10,dealer,certified_used,2026-01-19T18:00:00Z
car-000498,Toyota,Auris,2010,26642,lpg,manual,2.3,wagon,white,Timisoara,14513,2010-12-19,private,certified_used,2026-01-17T18:00:00Z
car-000499,Volkswagen,Touran,2008,62735,electric,manual,0.0,wagon,black,Bucharest,13386,2008-12-10,private,certified_used,2026-02-18T21:00:00Z
car-000500,Renault,Talisman,2016,181957,diesel,manual,1.5,coupe,red,Brasov,12296,2016-07-18,dealer,used,2026-01-26T03:00:00Z
car-000501,Toyota,Yaris,2023,244257,electric,automatic,0.0,coupe,gray,Brasov,26318,2023-12-22,private,certified_used,2026-01-06T04:00:00Z
car-000502,BMW,320,2014,61674,petrol,manual,3.1,sedan,brown,Brasov,13889,2014-11-08,private,used,2026-01-06T09:00:00Z
car-000503,Renault,Megane,2023,224186,petrol,manual,1.4,sedan,brown,Timisoara,19729,2023-01-28,private,used,2026-01-13T09:00:00Z
car-000504,Kia,Niro,2009,178033,petrol,manual,2.6,wagon,green,Timisoara,14238,2009-10-20,private,used,2026-02-01T12:00:00Z
car-000505,Renault,Talisman,2023,124585,petrol,manual,2.1,suv,white,Iasi,28114,2023-11-14,private,used,2026-02-01T19:00:00Z
car-000506,Ford,Kuga,2021,13908,diesel,automatic,2.8,wagon,gray,Timisoara,20901,2021-09-08,private,certified_used,2026-01-09T09:00:00Z
car-000507,Skoda,Kodiaq,2019,250634,diesel,manual,1.7,hatchback,brown,Cluj-Napoca,14895,2019-04-06,private,used,2026-02-20T13:00:00Z
car-000508,Renault,Captur,2015,112803,lpg,manual,3.5,suv,red,Iasi,19145,2015-03-06,dealer,used,2026-01-22T13:00:00Z
car-000509,Volkswagen,Touran,2015,66275,lpg,manual,2.2,suv,gray,Bucharest,19908,2015-09-09,dealer,used,2026-02-15T01:00:00Z
car-000510,Renault,Kadjar,2011,58517,lpg,manual,3.1,hatchback,white,Cluj-Napoca,15160,2011-02-28,dealer,certified_used,2026-01-11T23:00:00Z
car-000511,Audi,Q3,2024,264300,petrol,manual,2.6,suv,silver,Bucharest,22920,2024-04-15,private,used,2026-01-16T15:00:00Z
car-000512,Ford,Mondeo,2024,92790,petrol,automatic,1.9,wagon,gray,Brasov,27147,2024-04-05,private,used,2026-01-09T13:00:00Z
car-000513,Skoda,Kodiaq,2022,273614,hybrid,manual,2.1,hatchback,white,Bucharest,18136,2022-06-13,dealer,certified_used,2026-01-04T12:00:00Z
car-000514,Toyota,Yaris,2009,275513,hybrid,automatic,2.0,coupe,red,Brasov,11427,2009-06-12,dealer,certified_used,2026-02-27T16:00:00Z
car-000515,Kia,Sportage,2020,236931,diesel,automatic,2.7,wagon,blue,Iasi,15032,2020-01-18,private,certified_used,2026-02-16T23:00:00Z
car-000516,BMW,118,2025,151859,diesel,manual,2.3,suv,gray,Brasov,23910,2025-01-01,private,used,2026-02-23T09:00:00Z
car-000517,Skoda,Rapid,2011,34428,hybrid,automatic,2.6,suv,white,Bucharest,16197,2011-11-04,private,certified_used,2026-02-06T23:00:00Z
car-000518,Toyota,RAV4,2018,126782,lpg,manual,1.9,suv,silver,Brasov,19393,2018-09-24,dealer,used,2026-01-21T16:00:00Z
car-000519,Kia,Sportage,2019,241189,petrol,manual,2.8,wagon,white,Bucharest,14167,2019-07-05,private,used,2026-01-29T02:00:00Z
car-000520,Ford,Puma,2020,311406,lpg,automatic,3.2,coupe,brown,Brasov,17254,2020-08-23,private,certified_used,2026-02-22T05:00:00Z
car-000521,BMW,118,2012,257156,electric,manual,0.0,coupe,white,Brasov,12640,2012-08-16,dealer,used,2026-02-05T11:00:00Z
car-000522,Volkswagen,Touran,2021,60847,petrol,automatic,2.4,hatchback,silver,Bucharest,22043,2021-05-12,private,certified_used,2026-02-01T00:00:00Z
car-000523,BMW,X1,2021,28507,hybrid,automatic,1.5,wagon,black,Bucharest,23485,2021-06-03,dealer,certified_used,2026-01-31T18:00:00Z
car-000524,Audi,Q5,2022,180116,electric,automatic,0.0,coupe,silver,Cluj-Napoca,24035,2022-11-15,private,certified_used,2026-01-10T23:00:00Z
car-000525,Ford,Focus,2021,206022,diesel,automatic,1.8,hatchback,brown,Brasov,17017,2021-11-03,dealer,used,2026-02-06T20:00:00Z
car-000526,Audi,Q5,2011,296261,petrol,manual,3.4,coupe,black,Constanta,11419,2011-04-25,private,used,2026-01-08T21:00:00Z
car-000527,Hyundai,i30,2008,147159,diesel,manual,3.1,coupe,brown,Bucharest,13910,2008-09-20,private,certified_used,2026-02-07T01:00:00Z
car-000528,Renault,Clio,2018,232122,diesel,automatic,1.1,coupe,gray,Timisoara,14724,2018-02-04,dealer,used,2026-01-19T04:00:00Z
car-000529,BMW,X3,2010,83859,hybrid,automatic,2.7,hatchback,gray,Cluj-Napoca,9322,2010-12-02,private,certified_used,2026-01-07T10:00:00Z
car-000530,BMW,520,2018,138231,electric,manual,0.0,sedan,blue,Timisoara,25582,2018-09-13,dealer,certified_used,2026-01-04T10:00:00Z
car-000531,Renault,Talisman,2021,37318,electric,manual,0.0,sedan,black,Iasi,29422,2021-10-22,dealer,used,2026-02-18T17:00:00Z
car-000532,BMW,X3,2021,236823,petrol,manual,3.0,sedan,gray,Constanta,16301,2021-04-18,private,certified_used,2026-01-03T00:00:00Z
car-000533,Renault,Talisman,2017,90756,petrol,manual,3.3,wagon,red,Constanta,17455,2017-11-13,private,used,2026-02-07T16:00:00Z
car-000534,Audi,A3,2013,283016,lpg,manual,1.8,wagon,white,Cluj-Napoca,14191,2013-09-09,private,used,2026-02-09T16:00:00Z
car-000535,Ford,Mondeo,2016,240354,hybrid,manual,2.7,suv,gray,Cluj-Napoca,14612,2016-10-11,dealer,used,2026-02-11T00:00:00Z
car-000536,Kia,Niro,2008,8021,diesel,automatic,2.4,wagon,green,Constanta,7964,2008-11-21,dealer,used,2026-02-27T21:00:00Z
car-000537,Renault,Clio,2019,200329,lpg,automatic,2.0,hatchback,white,Timisoara,16187,2019-04-15,dealer,used,2026-02-17T00:00:00Z
car-000538,Audi,A6,2014,50168,lpg,automatic,3.0,sedan,blue,Timisoara,20624,2014-06-02,private,certified_used,2026-02-27T22:00:00Z
car-000539,Kia,Sportage,2008,105805,electric,manual,0.0,coupe,brown,Cluj-Napoca,14775,2008-04-22,dealer,used,2026-02-07T04:00:00Z
car-000540,Volkswagen,Passat,2016,301793,diesel,automatic,1.5,hatchback,red,Brasov,15270,2016-08-01,private,used,2026-02-24T10:00:00Z
car-000541,Skoda,Kodiaq,2016,66815,lpg,automatic,2.2,coupe,black,Brasov,16339,2016-01-09,private,certified_used,2026-01-21T00:00:00Z
car-000542,Skoda,Fabia,2018,45891,lpg,manual,3.5,sedan,green,Bucharest,23812,2018-04-07,dealer,certified_used,2026-01-20T02:00:00Z
car-000543,Volkswagen,Golf,2023,229465,petrol,automatic,3.1,sedan,white,Timisoara,18201,2023-06-27,dealer,certified_used,2026-02-03T07:00:00Z
car-000544,Volkswagen,Touran,2022,53159,electric,manual,0.0,hatchback,black,Timisoara,28082,2022-12-03,dealer,used,2026-02-28T14:00:00Z
car-000545,Toyota,Camry,2021,37493,petrol,manual,2.4,suv,green,Timisoara,19785,2021-10-25,private,used,2026-02-25T19:00:00Z
car-000546,Kia,Ceed,2022,204284,electric,automatic,0.0,coupe,white,Iasi,25231,2022-11-26,dealer,certified_used,2026-02-03T10:00:00Z
car-000547,Kia,Sportage,2011,56838,petrol,manual,2.5,sedan,silver,Brasov,14168,2011-05-12,private,certified_used,2026-02-16T19:00:00Z
car-000548,Renault,Megane,2015,75180,petrol,manual,1.3,coupe,green,Constanta,21462,2015-11-25,private,certified_used,2026-02-07T17:00:00Z
car-000549,BMW,X1,2023,164834,lpg,automatic,1.7,hatchback,silver,Bucharest,22744,2023-09-27,dealer,certified_used,2026-01-23T06:00:00Z
car-000550,Mercedes-Benz,E220,2010,182071,diesel,automatic,2.7,wagon,gray,Constanta,10989,2010-06-20,private,certified_used,2026-01-22T05:00:00Z
